unity_time	capture_time_ns	frame_number	gaze_validity_L	gaze_validity_R	gaze_validity_C	gaze_origin_L.x	gaze_origin_L.y	gaze_origin_L.z	gaze_origin_R.x	gaze_origin_R.y	gaze_origin_R.z	gaze_origin_C.x	gaze_origin_C.y	gaze_origin_C.z	gaze_direct_L.x	gaze_direct_L.y	gaze_direct_L.z	gaze_direct_R.x	gaze_direct_R.y	gaze_direct_R.z	gaze_direct_C.x	gaze_direct_C.y	gaze_direct_C.z	focus_distance	focus_stability	IPD_mm	left_pupil_mm	left_iris_mm	left_ratio	right_pupil_mm	right_iris_mm	right_ratio	fixationPoint.x	fixationPoint.y	fixationPoint.z	gaze_contingency_L.x	gaze_contingency_L.y	gaze_contingency_L.z	gaze_contingency_R.x	gaze_contingency_R.y	gaze_contingency_R.z	gaze_contingency_C.x	gaze_contingency_C.y	gaze_contingency_C.z
8.0438	1000676832777516000	199941	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11923	-0.06093	0.99100	-0.14356	-0.06073	0.98778	-0.00987	-0.06136	0.99807	0.24730	0.87475	61.15000	2.43556	6.32240	0.38523	2.37163	6.19585	0.38278	-0.16317	0.31257	-0.34090	-0.80244	0.21641	0.04104	-0.87802	0.20416	-0.14074	-0.84718	0.20924	-0.04424
8.0438	1000676832782539000	199942	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11897	-0.06101	0.99102	-0.14352	-0.06081	0.98778	-0.00986	-0.06144	0.99806	0.24759	0.86326	61.15000	2.43710	6.32240	0.38547	2.37373	6.19585	0.38312	-0.16343	0.31251	-0.34078	-0.80256	0.21631	0.04082	-0.87800	0.20408	-0.14070	-0.84717	0.20916	-0.04424
8.0546	1000676832787561600	199943	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11867	-0.06124	0.99104	-0.14326	-0.06104	0.98780	-0.00997	-0.06167	0.99805	0.24813	0.83568	61.15000	2.43996	6.32240	0.38592	2.37786	6.19585	0.38378	-0.16398	0.31225	-0.34063	-0.80278	0.21564	0.04037	-0.87796	0.20352	-0.14065	-0.84726	0.20854	-0.04453
8.0546	1000676832792524700	199944	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11832	-0.06143	0.99107	-0.14318	-0.06122	0.98780	-0.01001	-0.06186	0.99803	0.24854	0.82796	61.15000	2.43996	6.32240	0.38592	2.37786	6.19585	0.38378	-0.16435	0.31215	-0.34048	-0.80293	0.21544	0.04007	-0.87791	0.20334	-0.14057	-0.84725	0.20836	-0.04457
8.0546	1000676832797543900	199945	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11795	-0.06165	0.99110	-0.14304	-0.06145	0.98781	-0.01004	-0.06208	0.99802	0.24903	0.83818	61.15000	2.43996	6.32240	0.38592	2.37786	6.19585	0.38378	-0.16479	0.31202	-0.34029	-0.80308	0.21519	0.03975	-0.87784	0.20313	-0.14044	-0.84723	0.20814	-0.04459
8.0657	1000676832802564600	199946	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11756	-0.06192	0.99113	-0.14288	-0.06171	0.98781	-0.01007	-0.06235	0.99800	0.24957	0.83245	61.15000	2.44214	6.32240	0.38627	2.38089	6.19585	0.38427	-0.16528	0.31167	-0.34003	-0.80317	0.21417	0.03948	-0.87771	0.20227	-0.14021	-0.84714	0.20720	-0.04455
8.0657	1000676832807585300	199947	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11718	-0.06229	0.99115	-0.14291	-0.06208	0.98779	-0.01056	-0.06272	0.99798	0.24991	0.73593	61.15000	2.44214	6.32240	0.38627	2.38089	6.19585	0.38427	-0.16562	0.31152	-0.34001	-0.80330	0.21378	0.03916	-0.87766	0.20190	-0.14023	-0.84727	0.20680	-0.04500
8.0770	1000676832812604800	199948	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11681	-0.06282	0.99117	-0.14251	-0.06261	0.98781	-0.01067	-0.06325	0.99794	0.25066	0.68087	61.15000	2.44431	6.32240	0.38661	2.38343	6.19585	0.38468	-0.16634	0.31117	-0.33973	-0.80344	0.21294	0.03879	-0.87751	0.20118	-0.13990	-0.84727	0.20601	-0.04515
8.0770	1000676832817611900	199949	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11647	-0.06342	0.99117	-0.14207	-0.06321	0.98784	-0.01079	-0.06385	0.99790	0.25143	0.68224	61.15000	2.44431	6.32240	0.38661	2.38343	6.19585	0.38468	-0.16703	0.31091	-0.33946	-0.80353	0.21232	0.03849	-0.87730	0.20061	-0.13947	-0.84723	0.20541	-0.04526
8.0879	1000676832822606100	199950	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11614	-0.06412	0.99116	-0.14159	-0.06390	0.98786	-0.01087	-0.06455	0.99786	0.25223	0.66994	61.15000	2.44662	6.32240	0.38698	2.38596	6.19585	0.38509	-0.16782	0.31051	-0.33923	-0.80368	0.21112	0.03804	-0.87715	0.19954	-0.13919	-0.84724	0.20426	-0.04551
8.0879	1000676832827625600	199951	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11587	-0.06491	0.99114	-0.14123	-0.06469	0.98786	-0.01133	-0.06534	0.99780	0.25286	0.59216	61.15000	2.44662	6.32240	0.38698	2.38596	6.19585	0.38509	-0.16841	0.31022	-0.33908	-0.80370	0.21032	0.03780	-0.87693	0.19878	-0.13884	-0.84729	0.20345	-0.04593
8.0990	1000676832832643600	199952	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11558	-0.06570	0.99112	-0.14082	-0.06548	0.98787	-0.01180	-0.06614	0.99774	0.25357	0.59149	61.15000	2.44926	6.32240	0.38739	2.38882	6.19585	0.38555	-0.16912	0.30982	-0.33893	-0.80378	0.20923	0.03747	-0.87674	0.19776	-0.13853	-0.84741	0.20237	-0.04645
8.0990	1000676832837635200	199953	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11534	-0.06631	0.99111	-0.14062	-0.06609	0.98786	-0.01212	-0.06675	0.99770	0.25401	0.56740	61.15000	2.44926	6.32240	0.38739	2.38882	6.19585	0.38555	-0.16953	0.30960	-0.33883	-0.80381	0.20861	0.03726	-0.87659	0.19717	-0.13833	-0.84743	0.20174	-0.04675
8.0990	1000676832842630800	199954	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11514	-0.06706	0.99108	-0.14017	-0.06684	0.98787	-0.01256	-0.06750	0.99764	0.25467	0.62160	61.15000	2.44926	6.32240	0.38739	2.38882	6.19585	0.38555	-0.17014	0.30931	-0.33868	-0.80379	0.20786	0.03708	-0.87635	0.19645	-0.13790	-0.84748	0.20097	-0.04715
8.1105	1000676832847639700	199955	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11499	-0.06773	0.99105	-0.13971	-0.06751	0.98789	-0.01291	-0.06818	0.99759	0.25529	0.68313	61.15000	2.45111	6.32240	0.38769	2.39108	6.19585	0.38592	-0.17080	0.30898	-0.33853	-0.80389	0.20695	0.03682	-0.87622	0.19558	-0.13760	-0.84763	0.20005	-0.04763
8.1105	1000676832852648600	199956	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11487	-0.06818	0.99104	-0.13942	-0.06796	0.98790	-0.01312	-0.06863	0.99756	0.25571	0.65629	61.15000	2.45111	6.32240	0.38769	2.39108	6.19585	0.38592	-0.17119	0.30880	-0.33842	-0.80388	0.20650	0.03671	-0.87607	0.19515	-0.13732	-0.84764	0.19959	-0.04781
8.1220	1000676832857667600	199957	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11476	-0.06871	0.99101	-0.13889	-0.06850	0.98794	-0.01328	-0.06916	0.99752	0.25637	0.64821	61.15000	2.45312	6.32240	0.38801	2.39296	6.19585	0.38622	-0.17182	0.30852	-0.33820	-0.80386	0.20577	0.03663	-0.87586	0.19444	-0.13678	-0.84762	0.19884	-0.04794
8.1220	1000676832862687000	199958	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11462	-0.06902	0.99101	-0.13857	-0.06881	0.98796	-0.01338	-0.06948	0.99749	0.25684	0.62891	61.15000	2.45312	6.32240	0.38801	2.39296	6.19585	0.38622	-0.17225	0.30837	-0.33804	-0.80388	0.20545	0.03651	-0.87572	0.19415	-0.13647	-0.84761	0.19853	-0.04804
8.1329	1000676832867708400	199959	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11468	-0.06903	0.99100	-0.13820	-0.06883	0.98801	-0.01312	-0.06949	0.99750	0.25716	0.57102	61.15000	2.45577	6.32240	0.38842	2.39508	6.19585	0.38656	-0.17251	0.30827	-0.33800	-0.80392	0.20530	0.03628	-0.87565	0.19401	-0.13642	-0.84757	0.19839	-0.04810
8.1329	1000676832872717300	199960	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11453	-0.06938	0.99099	-0.13760	-0.06917	0.98807	-0.01323	-0.06983	0.99747	0.25794	0.48811	61.15000	2.45577	6.32240	0.38842	2.39508	6.19585	0.38656	-0.17322	0.30806	-0.33772	-0.80394	0.20494	0.03614	-0.87544	0.19370	-0.13584	-0.84755	0.19804	-0.04820
8.1457	1000676832877726200	199961	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11455	-0.06947	0.99099	-0.13699	-0.06927	0.98815	-0.01307	-0.06992	0.99747	0.25856	0.44494	61.15000	2.45905	6.32240	0.38894	2.39680	6.19585	0.38684	-0.17379	0.30794	-0.33746	-0.80391	0.20475	0.03618	-0.87526	0.19353	-0.13522	-0.84747	0.19785	-0.04803
8.1457	1000676832882738400	199962	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11453	-0.06949	0.99099	-0.13643	-0.06930	0.98822	-0.01290	-0.06994	0.99747	0.25917	0.47522	61.15000	2.45905	6.32240	0.38894	2.39680	6.19585	0.38684	-0.17433	0.30785	-0.33718	-0.80391	0.20473	0.03616	-0.87510	0.19353	-0.13467	-0.84740	0.19784	-0.04787
8.1557	1000676832887756400	199963	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11431	-0.06965	0.99100	-0.13586	-0.06945	0.98829	-0.01295	-0.07010	0.99746	0.25999	0.43176	61.15000	2.46330	6.32240	0.38962	2.39903	6.19585	0.38720	-0.17511	0.30769	-0.33692	-0.80401	0.20454	0.03596	-0.87494	0.19336	-0.13413	-0.84741	0.19765	-0.04793
8.1557	1000676832892768600	199964	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11427	-0.06942	0.99102	-0.13557	-0.06924	0.98835	-0.01278	-0.06988	0.99747	0.26034	0.35254	61.15000	2.46330	6.32240	0.38962	2.39903	6.19585	0.38720	-0.17542	0.30770	-0.33674	-0.80406	0.20475	0.03593	-0.87489	0.19359	-0.13385	-0.84738	0.19788	-0.04777
8.1557	1000676832897790800	199965	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11423	-0.06919	0.99104	-0.13532	-0.06900	0.98840	-0.01260	-0.06964	0.99749	0.26065	0.34948	61.15000	2.46330	6.32240	0.38962	2.39903	6.19585	0.38720	-0.17569	0.30771	-0.33658	-0.80412	0.20498	0.03589	-0.87486	0.19383	-0.13361	-0.84735	0.19813	-0.04760
8.1656	1000676832902822000	199966	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11417	-0.06896	0.99106	-0.13504	-0.06878	0.98845	-0.01245	-0.06941	0.99751	0.26102	0.45294	61.15000	2.46571	6.32240	0.39000	2.40071	6.19585	0.38747	-0.17608	0.30773	-0.33647	-0.80433	0.20524	0.03564	-0.87492	0.19410	-0.13355	-0.84745	0.19840	-0.04767
8.1656	1000676832907834200	199967	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11393	-0.06886	0.99110	-0.13478	-0.06868	0.98849	-0.01248	-0.06931	0.99752	0.26155	0.46925	61.15000	2.46571	6.32240	0.39000	2.40071	6.19585	0.38747	-0.17657	0.30768	-0.33627	-0.80446	0.20532	0.03542	-0.87487	0.19422	-0.13330	-0.84748	0.19850	-0.04771
8.1768	1000676832912836700	199968	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11389	-0.06863	0.99112	-0.13453	-0.06846	0.98854	-0.01234	-0.06908	0.99753	0.26187	0.39963	61.15000	2.46846	6.32240	0.39043	2.40290	6.19585	0.38782	-0.17687	0.30768	-0.33614	-0.80450	0.20545	0.03542	-0.87483	0.19437	-0.13302	-0.84745	0.19865	-0.04755
8.1768	1000676832917848900	199969	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11367	-0.06854	0.99115	-0.13424	-0.06837	0.98859	-0.01234	-0.06899	0.99754	0.26241	0.35308	61.15000	2.46846	6.32240	0.39043	2.40290	6.19585	0.38782	-0.17737	0.30762	-0.33593	-0.80463	0.20553	0.03523	-0.87477	0.19447	-0.13274	-0.84746	0.19874	-0.04755
8.1881	1000676832922932900	199970	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11347	-0.06846	0.99118	-0.13395	-0.06828	0.98863	-0.01236	-0.06890	0.99755	0.26294	0.43101	61.15000	2.47060	6.32240	0.39077	2.40527	6.19585	0.38821	-0.17790	0.30753	-0.33578	-0.80482	0.20544	0.03491	-0.87476	0.19442	-0.13262	-0.84755	0.19867	-0.04772
8.1881	1000676832927939700	199971	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11346	-0.06831	0.99119	-0.13363	-0.06814	0.98869	-0.01226	-0.06875	0.99756	0.26330	0.37814	61.15000	2.47060	6.32240	0.39077	2.40527	6.19585	0.38821	-0.17823	0.30752	-0.33562	-0.80485	0.20558	0.03490	-0.87469	0.19458	-0.13230	-0.84753	0.19882	-0.04762
8.1991	1000676832932927400	199972	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11330	-0.06828	0.99121	-0.13329	-0.06811	0.98873	-0.01227	-0.06871	0.99756	0.26383	0.34762	61.15000	2.47283	6.32240	0.39112	2.40721	6.19585	0.38852	-0.17875	0.30740	-0.33544	-0.80500	0.20535	0.03463	-0.87465	0.19442	-0.13212	-0.84760	0.19863	-0.04777
8.1991	1000676832937924500	199973	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11316	-0.06826	0.99123	-0.13292	-0.06809	0.98878	-0.01226	-0.06869	0.99756	0.26439	0.37329	61.15000	2.47439	6.32240	0.39137	2.40793	6.19585	0.38864	-0.17926	0.30732	-0.33522	-0.80507	0.20536	0.03451	-0.87455	0.19446	-0.13176	-0.84760	0.19865	-0.04776
8.2102	1000676832942929700	199974	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11321	-0.06816	0.99123	-0.13252	-0.06800	0.98885	-0.01209	-0.06860	0.99757	0.26477	0.31639	61.15000	2.47780	6.32240	0.39191	2.40930	6.19585	0.38886	-0.17961	0.30722	-0.33510	-0.80508	0.20517	0.03441	-0.87446	0.19432	-0.13152	-0.84756	0.19848	-0.04774
8.2102	1000676832947919100	199975	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11328	-0.06811	0.99123	-0.13212	-0.06795	0.98890	-0.01191	-0.06854	0.99758	0.26514	0.33480	61.15000	2.47780	6.32240	0.39191	2.40930	6.19585	0.38886	-0.17993	0.30718	-0.33491	-0.80505	0.20523	0.03447	-0.87436	0.19439	-0.13113	-0.84750	0.19855	-0.04758
8.2102	1000676832952914800	199976	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11335	-0.06807	0.99122	-0.13168	-0.06791	0.98896	-0.01170	-0.06851	0.99758	0.26554	0.34591	61.15000	2.47780	6.32240	0.39191	2.40930	6.19585	0.38886	-0.18027	0.30713	-0.33470	-0.80502	0.20527	0.03453	-0.87424	0.19444	-0.13071	-0.84743	0.19860	-0.04739
8.2215	1000676832957916900	199977	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11343	-0.06805	0.99121	-0.13126	-0.06790	0.98902	-0.01146	-0.06849	0.99759	0.26592	0.35552	61.15000	2.48086	6.32240	0.39239	2.41051	6.19585	0.38905	-0.18062	0.30701	-0.33457	-0.80508	0.20507	0.03439	-0.87419	0.19427	-0.13053	-0.84741	0.19841	-0.04739
8.2215	1000676832962922100	199978	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11338	-0.06814	0.99121	-0.13085	-0.06799	0.98907	-0.01139	-0.06858	0.99758	0.26644	0.37720	61.15000	2.48086	6.32240	0.39239	2.41051	6.19585	0.38905	-0.18108	0.30691	-0.33435	-0.80509	0.20498	0.03435	-0.87406	0.19420	-0.13012	-0.84737	0.19833	-0.04732
8.2325	1000676832967948700	199979	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11345	-0.06816	0.99120	-0.13047	-0.06801	0.98912	-0.01112	-0.06860	0.99758	0.26677	0.41035	61.15000	2.48213	6.32240	0.39259	2.41115	6.19585	0.38916	-0.18137	0.30681	-0.33423	-0.80507	0.20475	0.03428	-0.87396	0.19401	-0.12990	-0.84728	0.19812	-0.04722
8.2436	1000676832972951500	199980	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11339	-0.06828	0.99120	-0.13012	-0.06814	0.98915	-0.01110	-0.06872	0.99757	0.26724	0.40691	61.15000	2.48457	6.32240	0.39298	2.41269	6.19585	0.38940	-0.18186	0.30670	-0.33415	-0.80528	0.20461	0.03388	-0.87398	0.19388	-0.12992	-0.84742	0.19798	-0.04755
8.2436	1000676832977999800	199981	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11330	-0.06843	0.99120	-0.12982	-0.06829	0.98918	-0.01107	-0.06887	0.99756	0.26766	0.41474	61.15000	2.48457	6.32240	0.39298	2.41269	6.19585	0.38940	-0.18223	0.30660	-0.33398	-0.80530	0.20446	0.03381	-0.87388	0.19375	-0.12964	-0.84739	0.19783	-0.04753
8.2436	1000676832983002600	199982	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11332	-0.06847	0.99120	-0.12957	-0.06833	0.98921	-0.01091	-0.06891	0.99756	0.26793	0.42207	61.15000	2.48457	6.32240	0.39298	2.41269	6.19585	0.38940	-0.18245	0.30655	-0.33384	-0.80529	0.20442	0.03382	-0.87380	0.19372	-0.12939	-0.84732	0.19781	-0.04738
8.2545	1000676832988017100	199983	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11321	-0.06861	0.99120	-0.12935	-0.06847	0.98923	-0.01094	-0.06905	0.99755	0.26830	0.45267	61.15000	2.48581	6.32240	0.39318	2.41378	6.19585	0.38958	-0.18281	0.30646	-0.33379	-0.80541	0.20426	0.03352	-0.87378	0.19358	-0.12939	-0.84738	0.19765	-0.04761
8.2545	1000676832993025600	199984	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11310	-0.06877	0.99120	-0.12920	-0.06863	0.98924	-0.01098	-0.06921	0.99754	0.26859	0.46169	61.15000	2.48649	6.32240	0.39328	2.41457	6.19585	0.38971	-0.18308	0.30637	-0.33368	-0.80544	0.20409	0.03343	-0.87371	0.19343	-0.12925	-0.84738	0.19749	-0.04766
8.2656	1000676832998052900	199985	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11298	-0.06891	0.99120	-0.12903	-0.06877	0.98925	-0.01107	-0.06935	0.99753	0.26891	0.45248	61.15000	2.48814	6.32240	0.39354	2.41614	6.19585	0.38996	-0.18340	0.30631	-0.33356	-0.80557	0.20406	0.03327	-0.87372	0.19340	-0.12915	-0.84747	0.19745	-0.04780
8.2656	1000676833003058100	199986	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11288	-0.06904	0.99121	-0.12888	-0.06891	0.98926	-0.01112	-0.06948	0.99752	0.26920	0.51531	61.15000	2.48814	6.32240	0.39354	2.41614	6.19585	0.38996	-0.18367	0.30623	-0.33346	-0.80560	0.20392	0.03318	-0.87365	0.19327	-0.12900	-0.84747	0.19732	-0.04784
8.2656	1000676833008056400	199987	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11280	-0.06915	0.99121	-0.12877	-0.06902	0.98927	-0.01117	-0.06959	0.99751	0.26942	0.59575	61.15000	2.48814	6.32240	0.39354	2.41614	6.19585	0.38996	-0.18386	0.30617	-0.33338	-0.80563	0.20381	0.03311	-0.87360	0.19317	-0.12889	-0.84747	0.19721	-0.04788
8.2772	1000676833013059200	199988	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11275	-0.06924	0.99121	-0.12866	-0.06910	0.98928	-0.01122	-0.06968	0.99751	0.26960	0.65736	61.15000	2.49014	6.32240	0.39386	2.41798	6.19585	0.39026	-0.18405	0.30612	-0.33337	-0.80570	0.20370	0.03293	-0.87360	0.19305	-0.12893	-0.84753	0.19709	-0.04807
8.2772	1000676833018106800	199989	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11273	-0.06932	0.99121	-0.12857	-0.06918	0.98928	-0.01125	-0.06976	0.99750	0.26972	0.65902	61.15000	2.49014	6.32240	0.39386	2.41798	6.19585	0.39026	-0.18416	0.30608	-0.33333	-0.80570	0.20362	0.03292	-0.87356	0.19297	-0.12885	-0.84753	0.19701	-0.04810
8.2886	1000676833023109600	199990	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11275	-0.06938	0.99120	-0.12847	-0.06925	0.98929	-0.01127	-0.06982	0.99750	0.26981	0.71027	61.15000	2.49297	6.32240	0.39431	2.41978	6.19585	0.39055	-0.18428	0.30606	-0.33334	-0.80578	0.20367	0.03280	-0.87360	0.19300	-0.12889	-0.84761	0.19705	-0.04825
8.2886	1000676833028112100	199991	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11279	-0.06953	0.99118	-0.12818	-0.06940	0.98932	-0.01131	-0.06997	0.99748	0.27009	0.74531	61.15000	2.49297	6.32240	0.39431	2.41978	6.19585	0.39055	-0.18453	0.30598	-0.33324	-0.80574	0.20353	0.03284	-0.87349	0.19287	-0.12861	-0.84760	0.19689	-0.04829
8.3016	1000676833033114900	199992	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11285	-0.06968	0.99117	-0.12787	-0.06955	0.98935	-0.01133	-0.07012	0.99747	0.27038	0.74671	61.15000	2.49659	6.32240	0.39488	2.42396	6.19585	0.39122	-0.18479	0.30587	-0.33320	-0.80575	0.20332	0.03271	-0.87342	0.19266	-0.12850	-0.84764	0.19668	-0.04850
8.3016	1000676833038173500	199993	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11293	-0.06982	0.99115	-0.12757	-0.06969	0.98938	-0.01132	-0.07026	0.99746	0.27064	0.79961	61.15000	2.49659	6.32240	0.39488	2.42396	6.19585	0.39122	-0.18502	0.30580	-0.33310	-0.80569	0.20319	0.03278	-0.87331	0.19254	-0.12821	-0.84761	0.19654	-0.04848
8.3016	1000676833043155300	199994	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11302	-0.06986	0.99113	-0.12750	-0.06974	0.98938	-0.01132	-0.07031	0.99746	0.27062	0.78859	61.15000	2.49659	6.32240	0.39488	2.42396	6.19585	0.39122	-0.18500	0.30579	-0.33311	-0.80564	0.20315	0.03286	-0.87329	0.19250	-0.12814	-0.84761	0.19649	-0.04848
8.3106	1000676833048157400	199995	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11312	-0.06991	0.99112	-0.12744	-0.06979	0.98939	-0.01130	-0.07036	0.99746	0.27057	0.78542	61.15000	2.49893	6.32240	0.39525	2.42717	6.19585	0.39174	-0.18493	0.30573	-0.33317	-0.80557	0.20295	0.03283	-0.87324	0.19229	-0.12820	-0.84757	0.19628	-0.04858
8.3106	1000676833053159500	199996	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11322	-0.07001	0.99110	-0.12740	-0.06988	0.98939	-0.01130	-0.07045	0.99745	0.27050	0.78051	61.15000	2.49893	6.32240	0.39525	2.42717	6.19585	0.39174	-0.18486	0.30572	-0.33320	-0.80551	0.20286	0.03292	-0.87321	0.19220	-0.12816	-0.84756	0.19619	-0.04859
8.3209	1000676833058161600	199997	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11345	-0.07009	0.99107	-0.12716	-0.06997	0.98941	-0.01118	-0.07054	0.99745	0.27051	0.78984	61.15000	2.50115	6.32240	0.39560	2.42962	6.19585	0.39214	-0.18485	0.30562	-0.33324	-0.80540	0.20254	0.03296	-0.87313	0.19187	-0.12810	-0.84750	0.19585	-0.04864
8.3209	1000676833063163700	199998	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11359	-0.07033	0.99104	-0.12697	-0.07022	0.98942	-0.01117	-0.07079	0.99743	0.27056	0.78657	61.15000	2.50115	6.32240	0.39560	2.42962	6.19585	0.39214	-0.18489	0.30555	-0.33322	-0.80529	0.20231	0.03308	-0.87304	0.19163	-0.12792	-0.84746	0.19561	-0.04863
