unity_time	capture_time_ns	frame_number	gaze_validity_L	gaze_validity_R	gaze_validity_C	gaze_origin_L.x	gaze_origin_L.y	gaze_origin_L.z	gaze_origin_R.x	gaze_origin_R.y	gaze_origin_R.z	gaze_origin_C.x	gaze_origin_C.y	gaze_origin_C.z	gaze_direct_L.x	gaze_direct_L.y	gaze_direct_L.z	gaze_direct_R.x	gaze_direct_R.y	gaze_direct_R.z	gaze_direct_C.x	gaze_direct_C.y	gaze_direct_C.z	focus_distance	focus_stability	IPD_mm	left_pupil_mm	left_iris_mm	left_ratio	right_pupil_mm	right_iris_mm	right_ratio	fixationPoint.x	fixationPoint.y	fixationPoint.z	gaze_contingency_L.x	gaze_contingency_L.y	gaze_contingency_L.z	gaze_contingency_R.x	gaze_contingency_R.y	gaze_contingency_R.z	gaze_contingency_C.x	gaze_contingency_C.y	gaze_contingency_C.z
8.3319	1000676833068196400	199999	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11376	-0.07050	0.99100	-0.12693	-0.07038	0.98941	-0.01115	-0.07095	0.99742	0.27042	0.84010	61.15000	2.50313	6.32240	0.39591	2.43158	6.19585	0.39245	-0.18475	0.30552	-0.33334	-0.80523	0.20216	0.03308	-0.87303	0.19147	-0.12804	-0.84747	0.19545	-0.04877
8.3319	1000676833073199200	200000	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11396	-0.07069	0.99097	-0.12691	-0.07058	0.98940	-0.01113	-0.07115	0.99740	0.27022	0.83477	61.15000	2.50313	6.32240	0.39591	2.43158	6.19585	0.39245	-0.18456	0.30549	-0.33341	-0.80510	0.20198	0.03325	-0.87299	0.19128	-0.12802	-0.84743	0.19525	-0.04875
8.3430	1000676833078241900	200001	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11432	-0.07078	0.99092	-0.12686	-0.07067	0.98940	-0.01098	-0.07124	0.99740	0.26987	0.83326	61.15000	2.50502	6.32240	0.39621	2.43344	6.19585	0.39275	-0.18425	0.30548	-0.33359	-0.80499	0.20178	0.03337	-0.87302	0.19104	-0.12818	-0.84742	0.19503	-0.04881
8.3430	1000676833083238700	200002	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11441	-0.07127	0.99087	-0.12665	-0.07117	0.98939	-0.01084	-0.07174	0.99736	0.27000	0.80341	61.15000	2.50502	6.32240	0.39621	2.43344	6.19585	0.39275	-0.18433	0.30533	-0.33351	-0.80486	0.20130	0.03345	-0.87288	0.19056	-0.12798	-0.84729	0.19454	-0.04869
8.3542	1000676833088216800	200003	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11448	-0.07192	0.99082	-0.12651	-0.07181	0.98936	-0.01075	-0.07239	0.99732	0.27007	0.78153	61.15000	2.50655	6.32240	0.39646	2.43498	6.19585	0.39300	-0.18441	0.30510	-0.33352	-0.80480	0.20055	0.03335	-0.87279	0.18982	-0.12801	-0.84722	0.19379	-0.04877
8.3542	1000676833093233700	200004	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11441	-0.07274	0.99077	-0.12676	-0.07263	0.98927	-0.01105	-0.07321	0.99726	0.26987	0.64018	61.15000	2.50655	6.32240	0.39646	2.43498	6.19585	0.39300	-0.18422	0.30491	-0.33368	-0.80470	0.19973	0.03329	-0.87272	0.18900	-0.12825	-0.84719	0.19295	-0.04905
8.3655	1000676833098284700	200005	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11471	-0.07297	0.99072	-0.12640	-0.07286	0.98930	-0.01115	-0.07345	0.99724	0.26994	0.53033	61.15000	2.50916	6.32240	0.39687	2.47107	6.19585	0.39883	-0.18429	0.30481	-0.33377	-0.80460	0.19945	0.03330	-0.87264	0.18872	-0.12817	-0.84727	0.19264	-0.04940
8.3655	1000676833103292200	200006	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.11772	-0.07162	0.99046	-0.12227	-0.07158	0.98991	-0.00996	-0.07212	0.99735	0.27123	0.00000	61.15000	2.50916	6.32240	0.39687	2.47107	6.19585	0.39883	-0.18540	0.30499	-0.33297	-0.80332	0.20100	0.03592	-0.87170	0.19020	-0.12418	-0.84703	0.19403	-0.04830
8.3655	1000676833108295400	200007	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.12506	-0.06557	0.98998	-0.11347	-0.06566	0.99137	-0.00646	-0.06608	0.99779	0.27291	0.00000	61.15000	2.50916	6.32240	0.39687	2.47107	6.19585	0.39883	-0.18682	0.30642	-0.33143	-0.80058	0.20751	0.04230	-0.87014	0.19652	-0.11568	-0.84665	0.20022	-0.04507
8.3761	1000676833113304100	200008	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.13672	-0.05194	0.98925	-0.10103	-0.05216	0.99352	0.00000	-0.05243	0.99862	0.27374	0.00000	61.15000	2.50099	6.32240	0.39558	2.47449	6.19585	0.39938	-0.18746	0.31010	-0.32958	-0.79671	0.22178	0.05215	-0.86855	0.21047	-0.10398	-0.84626	0.21405	-0.03937
8.3761	1000676833118302900	200009	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.15304	-0.03211	0.98770	-0.08610	-0.03238	0.99576	0.01024	-0.03249	0.99942	0.27189	0.00000	61.15000	2.50099	6.32240	0.39558	2.47449	6.19585	0.39938	-0.18542	0.31589	-0.32782	-0.79081	0.24265	0.06599	-0.86666	0.23090	-0.08990	-0.84490	0.23446	-0.03018
8.3876	1000676833123311300	200010	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.17079	-0.01042	0.98525	-0.06961	-0.01055	0.99752	0.02191	-0.01057	0.99970	0.27006	0.00000	61.15000	2.48162	6.32240	0.39251	2.45357	6.19585	0.39600	-0.18326	0.32222	-0.32587	-0.78399	0.26577	0.08040	-0.86413	0.25376	-0.07501	-0.84296	0.25722	-0.02028
8.3876	1000676833128378300	200011	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.18084	0.00657	0.98349	-0.05467	0.00667	0.99848	0.03723	0.00668	0.99928	0.27534	0.00000	61.15000	2.48162	6.32240	0.39251	2.45357	6.19585	0.39600	-0.18673	0.32675	-0.31996	-0.78009	0.28345	0.08848	-0.86080	0.27175	-0.06136	-0.83823	0.27538	-0.00685
8.3989	1000676833133387000	200012	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.18847	0.01856	0.98190	-0.04200	0.01888	0.99894	0.05281	0.01887	0.99843	0.28105	0.00000	61.15000	2.47958	6.32240	0.39219	2.43474	6.19585	0.39296	-0.19035	0.33011	-0.31374	-0.77700	0.29618	0.09432	-0.85759	0.28483	-0.05011	-0.83268	0.28874	0.00657
8.3989	1000676833138387600	200013	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.19647	0.03107	0.98002	-0.03143	0.03168	0.99900	0.06542	0.03162	0.99736	0.28383	0.00000	61.15000	2.47958	6.32240	0.39219	2.43474	6.19585	0.39296	-0.19150	0.33380	-0.30943	-0.77335	0.30928	0.10059	-0.85474	0.29822	-0.04073	-0.82798	0.30230	0.01737
8.4098	1000676833143396300	200014	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.20417	0.04423	0.97794	-0.02032	0.04517	0.99877	0.07783	0.04504	0.99595	0.28773	0.00000	61.15000	2.48055	6.32240	0.39234	2.41389	6.19585	0.38960	-0.19362	0.33779	-0.30476	-0.76994	0.32322	0.10611	-0.85164	0.31252	-0.03137	-0.82332	0.31672	0.02745
8.4098	1000676833148425400	200015	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.21006	0.05483	0.97615	-0.01335	0.05608	0.99834	0.08504	0.05588	0.99481	0.28877	0.00000	61.15000	2.48055	6.32240	0.39234	2.41389	6.19585	0.38960	-0.19372	0.34103	-0.30258	-0.76703	0.33428	0.11052	-0.84957	0.32384	-0.02544	-0.82050	0.32805	0.03333
8.4098	1000676833153440700	200016	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.20963	0.06299	0.97575	-0.00877	0.06442	0.99788	0.08910	0.06417	0.99395	0.29536	0.00000	61.15000	2.48055	6.32240	0.39234	2.41389	6.19585	0.38960	-0.19906	0.34344	-0.29853	-0.76763	0.34241	0.10976	-0.84817	0.33247	-0.02163	-0.81893	0.33662	0.03650
8.4206	1000676833158449400	200017	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.20958	0.06875	0.97537	-0.00533	0.07031	0.99751	0.09309	0.07000	0.99319	0.30011	0.00000	61.15000	2.48207	6.32240	0.39258	2.40935	6.19585	0.38887	-0.20276	0.34531	-0.29540	-0.76796	0.34839	0.10922	-0.84712	0.33879	-0.01899	-0.81732	0.34296	0.03950
8.4206	1000676833163461400	200018	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.21019	0.07368	0.97488	-0.00396	0.07536	0.99715	0.09457	0.07503	0.99269	0.30112	0.00000	61.15000	2.48207	6.32240	0.39258	2.40935	6.19585	0.38887	-0.20348	0.34686	-0.29460	-0.76776	0.35338	0.10945	-0.84675	0.34393	-0.01801	-0.81676	0.34809	0.04052
8.4329	1000676833168458500	200019	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.21059	0.07748	0.97450	-0.00275	0.07926	0.99685	0.09572	0.07890	0.99228	0.30223	0.00000	61.15000	2.48468	6.32240	0.39300	2.40740	6.19585	0.38855	-0.20432	0.34810	-0.29389	-0.76769	0.35734	0.10942	-0.84643	0.34803	-0.01727	-0.81637	0.35217	0.04117
8.4329	1000676833173470500	200020	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.21132	0.08044	0.97410	-0.00164	0.08230	0.99661	0.09708	0.08191	0.99190	0.30270	0.00000	61.15000	2.48468	6.32240	0.39300	2.40740	6.19585	0.38855	-0.20456	0.34904	-0.29336	-0.76733	0.36036	0.10986	-0.84607	0.35113	-0.01644	-0.81579	0.35528	0.04219
8.4437	1000676833178481900	200021	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.21805	0.08448	0.97227	-0.00059	0.08656	0.99625	0.09563	0.08616	0.99168	0.29449	0.00000	61.15000	2.48580	6.32240	0.39317	2.40688	6.19585	0.38847	-0.19771	0.35019	-0.29785	-0.76369	0.36491	0.11488	-0.84598	0.35546	-0.01608	-0.81683	0.35941	0.04032
8.4437	1000676833183494100	200022	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.22329	0.08713	0.97085	0.00029	0.08938	0.99600	0.09466	0.08898	0.99153	0.28847	0.00000	61.15000	2.48580	6.32240	0.39317	2.40688	6.19585	0.38847	-0.19258	0.35091	-0.30103	-0.76059	0.36799	0.11905	-0.84568	0.35834	-0.01544	-0.81735	0.36217	0.03929
8.4565	1000676833188505900	200023	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.22747	0.08890	0.96972	0.00122	0.09130	0.99582	0.09399	0.09089	0.99142	0.28410	0.00000	61.15000	2.48606	6.32240	0.39321	2.40814	6.19585	0.38867	-0.18885	0.35136	-0.30340	-0.75819	0.37006	0.12219	-0.84541	0.36029	-0.01493	-0.81778	0.36400	0.03837
8.4565	1000676833193518100	200024	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23065	0.09006	0.96886	0.00211	0.09256	0.99571	0.09335	0.09215	0.99136	0.28107	0.00000	61.15000	2.48606	6.32240	0.39321	2.40814	6.19585	0.38867	-0.18629	0.35165	-0.30502	-0.75627	0.37148	0.12474	-0.84508	0.36161	-0.01419	-0.81810	0.36522	0.03773
8.4565	1000676833198530100	200025	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23309	0.09086	0.96820	0.00347	0.09343	0.99562	0.09322	0.09302	0.99129	0.27960	0.00000	61.15000	2.48606	6.32240	0.39321	2.40814	6.19585	0.38867	-0.18501	0.35186	-0.30577	-0.75478	0.37248	0.12670	-0.84455	0.36257	-0.01300	-0.81818	0.36609	0.03755
8.4660	1000676833203542300	200026	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23489	0.09147	0.96771	0.00468	0.09410	0.99555	0.09289	0.09369	0.99126	0.27877	0.00000	61.15000	2.48608	6.32240	0.39322	2.40857	6.19585	0.38874	-0.18435	0.35195	-0.30625	-0.75367	0.37296	0.12820	-0.84407	0.36308	-0.01187	-0.81833	0.36648	0.03729
8.4770	1000676833208551800	200027	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23614	0.09192	0.96736	0.00562	0.09460	0.99550	0.09274	0.09419	0.99122	0.27833	0.00000	61.15000	2.48611	6.32240	0.39322	2.40914	6.19585	0.38883	-0.18398	0.35210	-0.30656	-0.75298	0.37355	0.12905	-0.84376	0.36369	-0.01120	-0.81847	0.36701	0.03697
8.4770	1000676833213565000	200028	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23717	0.09233	0.96707	0.00665	0.09504	0.99545	0.09278	0.09464	0.99118	0.27825	0.00000	61.15000	2.48611	6.32240	0.39322	2.40914	6.19585	0.38883	-0.18391	0.35222	-0.30660	-0.75235	0.37404	0.12987	-0.84335	0.36420	-0.01029	-0.81846	0.36746	0.03698
8.4770	1000676833218577000	200029	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23787	0.09268	0.96687	0.00754	0.09541	0.99541	0.09280	0.09500	0.99114	0.27842	0.00000	61.15000	2.48611	6.32240	0.39322	2.40914	6.19585	0.38883	-0.18406	0.35233	-0.30652	-0.75192	0.37445	0.13042	-0.84300	0.36462	-0.00950	-0.81845	0.36783	0.03697
8.4879	1000676833223592300	200030	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23850	0.09307	0.96667	0.00841	0.09583	0.99536	0.09299	0.09542	0.99108	0.27866	0.00715	61.15000	2.48654	6.32240	0.39329	2.41014	6.19585	0.38899	-0.18424	0.35251	-0.30637	-0.75151	0.37505	0.13092	-0.84264	0.36528	-0.00872	-0.81834	0.36843	0.03712
8.4879	1000676833228604300	200031	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23908	0.09347	0.96649	0.00954	0.09625	0.99531	0.09346	0.09584	0.99100	0.27928	0.12348	61.15000	2.48654	6.32240	0.39329	2.41014	6.19585	0.38899	-0.18472	0.35265	-0.30597	-0.75116	0.37550	0.13137	-0.84219	0.36577	-0.00771	-0.81812	0.36888	0.03751
8.4992	1000676833233623700	200032	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23975	0.09388	0.96628	0.01062	0.09669	0.99526	0.09373	0.09627	0.99093	0.27972	0.29384	61.15000	2.48691	6.32240	0.39335	2.41249	6.19585	0.38937	-0.18511	0.35289	-0.30565	-0.75075	0.37630	0.13197	-0.84178	0.36657	-0.00667	-0.81801	0.36965	0.03780
8.4992	1000676833238635700	200033	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24045	0.09432	0.96607	0.01182	0.09716	0.99520	0.09422	0.09674	0.99084	0.28028	0.50848	61.15000	2.48691	6.32240	0.39335	2.41249	6.19585	0.38937	-0.18553	0.35305	-0.30527	-0.75032	0.37680	0.13251	-0.84130	0.36712	-0.00560	-0.81778	0.37014	0.03820
8.5105	1000676833243638300	200034	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24003	0.09382	0.96622	0.01297	0.09664	0.99524	0.09756	0.09618	0.99057	0.28222	0.31892	61.15000	2.48766	6.32240	0.39347	2.41532	6.19585	0.38983	-0.18678	0.35307	-0.30351	-0.75059	0.37649	0.13218	-0.84084	0.36686	-0.00454	-0.81618	0.37003	0.04115
8.5105	1000676833248650300	200035	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23686	0.09319	0.96707	0.01402	0.09591	0.99529	0.09985	0.09544	0.99042	0.28771	0.31089	61.15000	2.48766	6.32240	0.39347	2.41532	6.19585	0.38983	-0.19128	0.35303	-0.30028	-0.75255	0.37560	0.12962	-0.84040	0.36619	-0.00354	-0.81506	0.36944	0.04321
8.5105	1000676833253669700	200036	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23469	0.09285	0.96763	0.01500	0.09551	0.99532	0.10191	0.09502	0.99025	0.29193	0.35296	61.15000	2.48766	6.32240	0.39347	2.41532	6.19585	0.38983	-0.19468	0.35305	-0.29771	-0.75388	0.37508	0.12787	-0.84000	0.36586	-0.00261	-0.81405	0.36917	0.04504
8.5213	1000676833258704300	200037	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23318	0.09249	0.96802	0.01601	0.09510	0.99534	0.10382	0.09460	0.99009	0.29538	0.41988	61.15000	2.48976	6.32240	0.39380	2.41653	6.19585	0.39002	-0.19743	0.35315	-0.29553	-0.75482	0.37493	0.12662	-0.83960	0.36585	-0.00169	-0.81314	0.36922	0.04671
8.5213	1000676833263723700	200038	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23219	0.09223	0.96829	0.01694	0.09480	0.99535	0.10556	0.09429	0.98993	0.29806	0.43265	61.15000	2.48976	6.32240	0.39380	2.41653	6.19585	0.39002	-0.19951	0.35315	-0.29377	-0.75542	0.37459	0.12583	-0.83922	0.36561	-0.00083	-0.81228	0.36903	0.04826
8.5328	1000676833268705200	200039	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23313	0.09238	0.96805	0.01787	0.09498	0.99532	0.10799	0.09444	0.98966	0.29797	0.37401	61.15000	2.49148	6.32240	0.39407	2.41742	6.19585	0.39017	-0.19908	0.35330	-0.29319	-0.75481	0.37492	0.12661	-0.83882	0.36595	0.00004	-0.81106	0.36947	0.05041
8.5328	1000676833273740700	200040	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23417	0.09250	0.96779	0.01886	0.09513	0.99529	0.11030	0.09457	0.98939	0.29782	0.53111	61.15000	2.49148	6.32240	0.39407	2.41742	6.19585	0.39017	-0.19861	0.35338	-0.29267	-0.75418	0.37513	0.12746	-0.83841	0.36617	0.00093	-0.80992	0.36976	0.05241
8.5436	1000676833278760100	200041	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23599	0.09332	0.96726	0.01983	0.09601	0.99518	0.10884	0.09546	0.98947	0.29653	0.22236	61.15000	2.49202	6.32240	0.39416	2.41870	6.19585	0.39037	-0.19770	0.35363	-0.29374	-0.75309	0.37620	0.12884	-0.83804	0.36722	0.00169	-0.81067	0.37065	0.05101
8.5436	1000676833283766900	200042	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23477	0.09318	0.96758	0.02070	0.09583	0.99518	0.11021	0.09527	0.98933	0.29947	0.00000	61.15000	2.49202	6.32240	0.39416	2.41870	6.19585	0.39037	-0.20006	0.35367	-0.29193	-0.75384	0.37596	0.12784	-0.83768	0.36709	0.00249	-0.80999	0.37056	0.05222
8.5547	1000676833288750000	200043	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23584	0.09336	0.96730	0.02140	0.09605	0.99515	0.11214	0.09546	0.98910	0.29888	0.00000	61.15000	2.49207	6.32240	0.39416	2.41973	6.19585	0.39054	-0.19929	0.35386	-0.29181	-0.75323	0.37654	0.12858	-0.83743	0.36766	0.00298	-0.80908	0.37120	0.05376
8.5547	1000676833293772900	200044	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23690	0.09354	0.96702	0.02209	0.09626	0.99511	0.11390	0.09565	0.98888	0.29829	0.00000	61.15000	2.49248	6.32240	0.39423	2.42067	6.19585	0.39069	-0.19851	0.35394	-0.29165	-0.75258	0.37681	0.12944	-0.83715	0.36791	0.00359	-0.80821	0.37152	0.05528
8.5665	1000676833298793300	200045	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23574	0.09349	0.96731	0.02264	0.09618	0.99511	0.11460	0.09557	0.98880	0.30074	0.00000	61.15000	2.49327	6.32240	0.39435	2.42195	6.19585	0.39090	-0.20058	0.35407	-0.29034	-0.75346	0.37693	0.12823	-0.83705	0.36814	0.00382	-0.80800	0.37175	0.05563
8.5665	1000676833303790300	200046	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23760	0.09430	0.96677	0.02323	0.09706	0.99501	0.11270	0.09647	0.98894	0.29883	0.00000	61.15000	2.49327	6.32240	0.39435	2.42195	6.19585	0.39090	-0.19921	0.35425	-0.29180	-0.75232	0.37790	0.12971	-0.83682	0.36906	0.00430	-0.80895	0.37252	0.05392
8.5665	1000676833308810700	200047	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.23959	0.09509	0.96621	0.02380	0.09792	0.99491	0.11124	0.09734	0.98902	0.29673	0.00000	61.15000	2.49327	6.32240	0.39435	2.42195	6.19585	0.39090	-0.19760	0.35442	-0.29322	-0.75109	0.37885	0.13129	-0.83659	0.36996	0.00475	-0.80969	0.37328	0.05258
8.5768	1000676833313831100	200048	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24165	0.09584	0.96562	0.02423	0.09874	0.99482	0.11006	0.09817	0.98906	0.29438	0.00000	61.15000	2.49422	6.32240	0.39450	2.42296	6.19585	0.39106	-0.19574	0.35462	-0.29473	-0.74981	0.37989	0.13292	-0.83642	0.37090	0.00509	-0.81027	0.37414	0.05150
8.5768	1000676833318844200	200049	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24367	0.09653	0.96504	0.02462	0.09950	0.99473	0.10912	0.09894	0.98909	0.29207	0.00000	61.15000	2.49422	6.32240	0.39450	2.42296	6.19585	0.39106	-0.19387	0.35476	-0.29611	-0.74856	0.38075	0.13452	-0.83626	0.37169	0.00539	-0.81074	0.37484	0.05063
8.5883	1000676833323829300	200050	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24558	0.09719	0.96449	0.02520	0.10023	0.99465	0.10850	0.09967	0.98909	0.29018	0.00000	61.15000	2.49447	6.32240	0.39454	2.42361	6.19585	0.39117	-0.19232	0.35497	-0.29727	-0.74746	0.38188	0.13587	-0.83608	0.37276	0.00569	-0.81112	0.37583	0.04985
8.5995	1000676833328842400	200051	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24736	0.09778	0.96398	0.02578	0.10088	0.99456	0.10804	0.10033	0.98907	0.28849	0.00000	61.15000	2.49522	6.32240	0.39466	2.42534	6.19585	0.39145	-0.19098	0.35511	-0.29834	-0.74657	0.38270	0.13695	-0.83603	0.37353	0.00580	-0.81155	0.37654	0.04905
8.5995	1000676833333938400	200052	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24906	0.09837	0.96348	0.02631	0.10153	0.99448	0.10765	0.10098	0.98905	0.28687	0.00000	61.15000	2.49522	6.32240	0.39466	2.42534	6.19585	0.39145	-0.18962	0.35524	-0.29924	-0.74551	0.38343	0.13830	-0.83581	0.37422	0.00624	-0.81174	0.37716	0.04866
8.5995	1000676833338929500	200053	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25065	0.09890	0.96301	0.02685	0.10212	0.99441	0.10741	0.10157	0.98901	0.28542	0.00000	61.15000	2.49522	6.32240	0.39466	2.42534	6.19585	0.39145	-0.18839	0.35536	-0.30002	-0.74451	0.38410	0.13956	-0.83558	0.37484	0.00669	-0.81186	0.37774	0.04841
8.6129	1000676833343921100	200054	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25216	0.09942	0.96257	0.02739	0.10270	0.99434	0.10717	0.10215	0.98898	0.28409	0.00000	61.15000	2.49670	6.32240	0.39490	2.42658	6.19585	0.39165	-0.18731	0.35548	-0.30081	-0.74369	0.38479	0.14057	-0.83546	0.37549	0.00694	-0.81209	0.37834	0.04798
8.6129	1000676833348939500	200055	2	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25353	0.09987	0.96216	0.02794	0.10320	0.99427	0.10690	0.10265	0.98896	0.28295	0.00000	61.15000	2.49670	6.32240	0.39490	2.42658	6.19585	0.39165	-0.18635	0.35558	-0.30144	-0.74282	0.38536	0.14166	-0.83524	0.37603	0.00741	-0.81223	0.37882	0.04770
8.6129	1000676833353949500	200056	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.25051	0.09938	0.96300	0.02847	0.10261	0.99431	0.10763	0.10206	0.98894	0.28765	0.00000	61.15000	2.49670	6.32240	0.39490	2.42658	6.19585	0.39165	-0.19035	0.35558	-0.29896	-0.74473	0.38462	0.13923	-0.83501	0.37547	0.00793	-0.81187	0.37828	0.04838
8.6214	1000676833358959500	200057	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24846	0.09899	0.96357	0.02895	0.10215	0.99435	0.10861	0.10159	0.98888	0.29107	0.00000	61.15000	2.49922	6.32240	0.39530	2.42741	6.19585	0.39178	-0.19323	0.35558	-0.29711	-0.74615	0.38415	0.13738	-0.83491	0.37509	0.00817	-0.81150	0.37795	0.04904
8.6214	1000676833363957600	200058	3	3	2	-0.03278	0.00000	0.00000	0.03278	0.00000	0.00000	0.00000	0.00000	0.00000	0.24717	0.09864	0.96394	0.02941	0.10175	0.99437	0.10980	0.10118	0.98879	0.29348	0.00000	61.15000	2.49922	6.32240	0.39530	2.42741	6.19585	0.39178	-0.19516	0.35557	-0.29562	-0.74696	0.38369	0.13634	-0.83472	0.37473	0.00861	-0.81091	0.37763	0.05011
